# Version 1.00
#
freq[Hz],Trc1_S11[dB],Trc2_S21[dB],Trc3_S22[dB],
1.285000000000000E+010,-1.436359273958742E+001,-8.874857422769162E+000,-6.894030672928035E+000,
1.290000000000000E+010,-1.716724890344686E+001,-8.985377806585941E+000,-6.334551059161638E+000,
1.295000000000000E+010,-2.145117052456436E+001,-9.100374727650126E+000,-5.423778217973691E+000,
1.300000000000000E+010,-2.827837526964708E+001,-9.254176060582198E+000,-5.481309814920461E+000,
1.305000000000000E+010,-3.700928496223594E+001,-9.366244766529261E+000,-4.894813273121327E+000,
1.310000000000000E+010,-3.791525416163236E+001,-9.632726179425511E+000,-4.832928828046531E+000,
1.315000000000000E+010,-3.733675679157756E+001,-9.667063506927065E+000,-4.435896669357133E+000,
1.320000000000000E+010,-2.911474551615328E+001,-9.690772204068400E+000,-4.647074078301182E+000,
1.325000000000000E+010,-2.479018997848176E+001,-9.636013695495393E+000,-4.456455850900369E+000,
1.330000000000000E+010,-1.927407164548469E+001,-9.946492419485303E+000,-4.120205529781630E+000,
1.335000000000000E+010,-1.666980380144597E+001,-9.840576279242795E+000,-4.394337443747107E+000,
1.340000000000000E+010,-1.484603567085557E+001,-1.006944355172817E+001,-3.740223752628908E+000,
1.345000000000000E+010,-1.372337007257047E+001,-1.027598790986626E+001,-3.786742872004178E+000,
1.350000000000000E+010,-1.297389737188561E+001,-1.049643204932270E+001,-3.274705838833954E+000,
1.355000000000000E+010,-1.287284665546495E+001,-1.069760423456481E+001,-3.215315473551442E+000,
1.360000000000000E+010,-1.235790077577394E+001,-1.072644315383245E+001,-3.313954689625766E+000,
1.365000000000000E+010,-1.258984461696440E+001,-1.123218417951720E+001,-2.744126854935528E+000,
1.370000000000000E+010,-1.139014459223540E+001,-1.104159664656199E+001,-3.005100200071463E+000,
1.375000000000000E+010,-1.049130736127177E+001,-1.144690864347386E+001,-2.576960031108718E+000,
1.380000000000000E+010,-9.687225859182309E+000,-1.165397566120668E+001,-2.715342172462881E+000,
1.385000000000000E+010,-8.618735081379668E+000,-1.204196463798419E+001,-2.526877625730318E+000,
1.390000000000000E+010,-8.599353903871043E+000,-1.262838904710914E+001,-2.215368159225829E+000,
1.395000000000000E+010,-7.755430098224565E+000,-1.253002958919232E+001,-2.472754931415193E+000,
1.400000000000000E+010,-7.227968891359335E+000,-1.282471303649773E+001,-2.119545797605857E+000,
1.405000000000000E+010,-7.090250396928190E+000,-1.296433622775065E+001,-2.150792642046435E+000,
1.410000000000000E+010,-6.710572658635702E+000,-1.254981920579414E+001,-2.630224079950036E+000,
1.415000000000000E+010,-6.898885685389926E+000,-1.281862520636980E+001,-2.498904441134488E+000,
1.420000000000000E+010,-6.965470158699404E+000,-1.244634093607788E+001,-2.719838625018932E+000,
1.425000000000000E+010,-7.076985155128503E+000,-1.261192849606734E+001,-2.796212550686225E+000,
1.430000000000000E+010,-7.099004339662286E+000,-1.241352458687124E+001,-2.878551277302826E+000,
1.435000000000000E+010,-7.048990146221289E+000,-1.242437093889868E+001,-2.882779900144529E+000,
1.440000000000000E+010,-6.786477756791617E+000,-1.256090906600794E+001,-2.907181176470839E+000,
1.445000000000000E+010,-6.624448745135332E+000,-1.243861392061066E+001,-3.100859084462853E+000,
1.450000000000000E+010,-6.536926421787619E+000,-1.260658607422727E+001,-3.047935426377061E+000,
1.455000000000000E+010,-6.316238422745281E+000,-1.247166175724631E+001,-3.219735323640436E+000,
1.460000000000000E+010,-6.355864633841324E+000,-1.260938735326227E+001,-3.156382426725001E+000,
1.465000000000000E+010,-6.298081209902303E+000,-1.250864455548828E+001,-3.429660383444747E+000,
1.470000000000000E+010,-6.109173154416209E+000,-1.262866082881191E+001,-3.570038776429114E+000,
1.475000000000000E+010,-6.188112250004208E+000,-1.315085555224417E+001,-3.237816302254780E+000,
1.480000000000000E+010,-5.777866005595064E+000,-1.300808508174853E+001,-3.769997696712763E+000,
1.485000000000000E+010,-5.666874356979205E+000,-1.382230439804253E+001,-3.240209310255344E+000,
1.490000000000000E+010,-5.436621687088608E+000,-1.379408987287968E+001,-3.494204677649853E+000,
1.495000000000000E+010,-5.160387310761439E+000,-1.391042566931470E+001,-3.648786646727895E+000,
1.500000000000000E+010,-5.042932762700684E+000,-1.482153717690098E+001,-3.234681826721030E+000,
1.505000000000000E+010,-5.174068082554682E+000,-1.394526653194028E+001,-3.675850281979034E+000,
1.510000000000000E+010,-5.217124382858190E+000,-1.464474123517027E+001,-3.299440016762559E+000,
1.515000000000000E+010,-5.330521133794758E+000,-1.505381288822739E+001,-3.213002234129128E+000,
1.520000000000000E+010,-5.973164511660925E+000,-1.405723620486725E+001,-3.706430909891381E+000,
1.525000000000000E+010,-6.169949384375692E+000,-1.446139017543129E+001,-3.349528422902169E+000,
1.530000000000000E+010,-6.307006963549731E+000,-1.492062263363745E+001,-3.239292776966010E+000,
1.535000000000000E+010,-6.388591562798930E+000,-1.480936338018111E+001,-3.362453298227380E+000,
1.540000000000000E+010,-6.244613592689001E+000,-1.519629588024618E+001,-3.194427128052507E+000,
1.545000000000000E+010,-6.163444228290021E+000,-1.479925661663309E+001,-3.481229725638782E+000,
1.550000000000000E+010,-6.063178935214568E+000,-1.442216544100496E+001,-3.741057161790862E+000,
1.555000000000000E+010,-5.919304523033366E+000,-1.458810977294287E+001,-3.850923284212656E+000,
1.560000000000000E+010,-6.335987541031945E+000,-1.374435401339984E+001,-4.298014168630301E+000,
1.565000000000000E+010,-6.789218678447501E+000,-1.299589573834918E+001,-4.864983314007003E+000,
1.570000000000000E+010,-6.894455676784546E+000,-1.369459692209830E+001,-4.262916981824741E+000,
1.575000000000000E+010,-8.040510681103308E+000,-1.280940737892146E+001,-5.121464276368617E+000,
1.580000000000000E+010,-8.807910886028679E+000,-1.253617953440969E+001,-5.227177534915383E+000,
1.585000000000000E+010,-9.110704250472400E+000,-1.276568239145257E+001,-4.989491772941602E+000,
1.590000000000000E+010,-1.032720242841797E+001,-1.194014911008637E+001,-6.156577703676382E+000,
1.595000000000000E+010,-1.010731757550693E+001,-1.249003629713700E+001,-5.488997351568945E+000,
1.600000000000000E+010,-1.017873660093103E+001,-1.251005003956464E+001,-6.103223212804845E+000,
1.605000000000000E+010,-9.686256444526389E+000,-1.285399738624525E+001,-6.043767577827794E+000,
1.610000000000000E+010,-9.415934394597000E+000,-1.320637349696649E+001,-6.340043205955654E+000,
1.615000000000000E+010,-9.512857802995896E+000,-1.318660143375027E+001,-7.373962564836223E+000,
1.620000000000000E+010,-9.228950783665660E+000,-1.411270564427750E+001,-6.683356696164317E+000,
1.625000000000000E+010,-9.024050300085136E+000,-1.454498546632790E+001,-6.724560042632877E+000,
1.630000000000000E+010,-9.205168018415936E+000,-1.549557406877424E+001,-5.957570874479536E+000,
1.635000000000000E+010,-8.620578729679144E+000,-1.657183535193286E+001,-5.220191213608103E+000,
1.640000000000000E+010,-8.142170829407299E+000,-1.787421147407894E+001,-4.923527064507312E+000,
1.645000000000000E+010,-7.058570763661666E+000,-2.012653690518930E+001,-4.424031570599692E+000,
1.650000000000000E+010,-5.985156000093660E+000,-2.240964862505079E+001,-4.397007583610170E+000,
1.655000000000000E+010,-5.373748575653077E+000,-2.435915439295060E+001,-4.413279191915351E+000,
1.660000000000000E+010,-4.613616251910781E+000,-2.681451809640227E+001,-4.511593795039674E+000,
1.665000000000000E+010,-4.436154506223930E+000,-2.696686136507663E+001,-4.733933631763187E+000,
1.670000000000000E+010,-4.492454705259602E+000,-2.760423164425593E+001,-4.791380091949601E+000,
1.675000000000000E+010,-4.585748313860961E+000,-2.693927152026361E+001,-4.922756054265296E+000,
1.680000000000000E+010,-5.018140873225039E+000,-2.602493911290194E+001,-4.817026473773121E+000,
1.685000000000000E+010,-5.241653748432531E+000,-2.519860684554730E+001,-4.718799145869060E+000,
1.690000000000000E+010,-5.212089185789734E+000,-2.481585790241123E+001,-4.683406942437611E+000,
1.695000000000000E+010,-4.888684781405343E+000,-2.349937362715366E+001,-4.424093081798327E+000,
1.700000000000000E+010,-4.266711614363351E+000,-2.274032619956239E+001,-4.243829267634409E+000,
1.705000000000000E+010,-3.863285172436425E+000,-2.227573060608562E+001,-4.051031836598881E+000,
1.710000000000000E+010,-3.437408013353879E+000,-2.168532355514355E+001,-3.861392714767517E+000,
1.715000000000000E+010,-3.212099501780540E+000,-2.113252900879289E+001,-3.847109699352226E+000,
1.720000000000000E+010,-3.175493072741810E+000,-2.072788722646338E+001,-3.898275625030869E+000,
1.725000000000000E+010,-3.340059534360153E+000,-2.091291681956056E+001,-4.245585267431197E+000,
1.730000000000000E+010,-3.583861166374778E+000,-2.044561335778506E+001,-4.400472096508333E+000,
1.735000000000000E+010,-4.093210889138162E+000,-2.040294348263477E+001,-4.228685589935410E+000,
1.740000000000000E+010,-4.413777776470159E+000,-1.989515580608671E+001,-3.871723889220056E+000,
1.745000000000000E+010,-4.428414975013280E+000,-1.946955009118233E+001,-3.739636488895731E+000,
1.750000000000000E+010,-4.190759285934648E+000,-1.950754068296031E+001,-3.610829402366576E+000,
1.755000000000000E+010,-3.699058142771161E+000,-1.932888943719567E+001,-3.968019612750676E+000,
1.760000000000000E+010,-3.215643382952887E+000,-1.961865686950603E+001,-4.015328827064812E+000,
1.765000000000000E+010,-2.869731780930695E+000,-2.033654811665150E+001,-3.718132517861505E+000,
1.770000000000000E+010,-2.673975338161037E+000,-1.925929145807184E+001,-4.392252414925879E+000,
1.775000000000000E+010,-2.591754967707793E+000,-1.943597589034822E+001,-4.442231633440855E+000,
1.780000000000000E+010,-2.552831685839764E+000,-1.913960705284128E+001,-4.747283490458005E+000,
1.785000000000000E+010,-2.686185350597640E+000,-1.891333924021688E+001,-4.691157770640343E+000,
1.790000000000000E+010,-3.137182460122088E+000,-1.829169311559235E+001,-4.875695688722381E+000,
1.795000000000000E+010,-3.714082488712478E+000,-1.779371301181415E+001,-4.936429156636138E+000,
1.800000000000000E+010,-4.191478344375159E+000,-1.793579015287720E+001,-4.566291505569708E+000,
